transaction_id,date,time,location_id,SKU,quantity,is_member,customer_id,total_with_tax,tax
1163,2022-12-06,13:55:59,3,qmqeu,4,false,0,10.40,"1.73                               "
1163,2022-12-06,13:55:59,3,9gc8o,4,false,0,22.00,"3.67                               "
1162,2022-12-17,14:09:53,3,cdue8,4,false,0,0.80,"0.13                                "
1162,2022-12-17,14:09:53,4,iu8mz,3.19,false,0,6.38,"1.06                             "
1162,2022-12-17,14:09:53,1,fjl3q,3,false,0,0.60,"0.10                                "
1161,2022-12-09,9:41:36,5,ysrak,2,true,43,4.60,"0.77                                 "
1161,2022-12-09,9:41:36,3,9gc8o,2,true,43,11.00,"1.83                                "
1160,2022-12-11,16:36:39,5,xfjts,4,true,58,0.80,"0.13                                 "
1160,2022-12-11,16:36:39,2,cdue8,2,true,58,0.40,"0.07                                 "
1160,2022-12-11,16:36:39,4,jv78l,2,true,58,2.60,"0.43                                "
1160,2022-12-11,16:36:39,1,xfjts,2,true,58,0.40,"0.07                                "
1159,2022-12-08,13:30:13,4,jv78l,2,true,34,2.60,"0.43                                "
1159,2022-12-08,13:30:13,2,ttyc7,4,true,34,9.60,"1.60                                "
1158,2022-12-11,12:28:31,4,qmqeu,2,false,0,5.20,"0.87                                "
1157,2022-12-09,12:55:44,2,jv78l,3,false,0,3.90,"0.65                                "
1157,2022-12-09,12:55:44,3,qbzh7,3,false,0,7.50,"1.25                                "
1157,2022-12-09,12:55:44,5,skexy,2,false,0,6.00,"1.00                                "
1157,2022-12-09,12:55:44,2,ck5sb,5,false,0,8.50,"1.42                                "
1156,2022-12-13,11:57:28,1,qbzh7,5,true,74,12.50,"2.08                               "
1155,2022-12-14,12:49:15,4,bau61,4,false,0,0.80,"0.13                                "
1155,2022-12-14,12:49:15,2,1m6s7,3,false,0,6.60,"1.10                                "
1155,2022-12-14,12:49:15,4,1m6s7,3,false,0,6.60,"1.10                                "
1154,2022-12-27,19:34:53,1,ysrak,3,false,0,6.90,"1.15                                "
1153,2022-12-12,14:34:24,1,ypf75,1.39,true,32,3.47,"0.58                              "
1153,2022-12-12,14:34:24,1,1m6s7,4,true,32,8.80,"1.47                                "
1153,2022-12-12,14:34:24,1,ysrak,4,true,32,9.20,"1.53                                "
1153,2022-12-12,14:34:24,3,qbzh7,3,true,32,7.50,"1.25                                "
1153,2022-12-12,14:34:24,3,1m6s7,4,true,32,8.80,"1.47                                "
1153,2022-12-12,14:34:24,4,j0ayn,2,true,32,3.00,"0.50                                "
1152,2022-12-16,17:21:40,4,jv78l,4,true,2,5.20,"0.87                                 "
1152,2022-12-16,17:21:40,4,iu8mz,3.01,true,2,6.02,"1.00                              "
1152,2022-12-16,17:21:40,3,iu8mz,1.76,true,2,3.52,"0.59                              "
1152,2022-12-16,17:21:40,5,fjl3q,2,true,2,0.40,"0.07                                 "
1151,2022-12-23,14:04:38,1,sm0ik,5,true,39,6.00,"1.00                                "
1151,2022-12-23,14:04:38,4,1m6s7,2,true,39,4.40,"0.73                                "
1151,2022-12-23,14:04:38,1,qmqeu,5,true,39,13.00,"2.17                               "
1151,2022-12-23,14:04:38,3,sm0ik,2,true,39,2.40,"0.40                                "
1150,2022-12-12,14:52:24,1,e02d7,1.57,true,78,0.16,"0.03                             "
1150,2022-12-12,14:52:24,2,1m6s7,4,true,78,8.80,"1.47                                "
1149,2022-12-25,13:12:54,4,cdue8,3,true,54,0.60,"0.10                                "
1149,2022-12-25,13:12:54,1,qbzh7,3,true,54,7.50,"1.25                                "
1149,2022-12-25,13:12:54,4,sm0ik,5,true,54,6.00,"1.00                                "
1149,2022-12-25,13:12:54,1,ysrak,4,true,54,9.20,"1.53                                "
1148,2022-12-09,13:12:49,3,fjl3q,4,true,78,0.80,"0.13                                "
1148,2022-12-09,13:12:49,5,hw422,3,true,78,4.20,"0.70                                "
1148,2022-12-09,13:12:49,2,cdue8,3,true,78,0.60,"0.10                                "
1147,2022-12-06,12:01:03,4,ttyc7,5,false,0,12.00,"2.00                               "
1147,2022-12-06,12:01:03,4,ck5sb,3,false,0,5.10,"0.85                                "
1147,2022-12-06,12:01:03,3,iu8mz,1.02,false,0,2.04,"0.34                             "
1147,2022-12-06,12:01:03,2,cdue8,5,false,0,1.00,"0.17                                "
1146,2022-12-18,16:09:46,1,skexy,4,false,0,12.00,"2.00                               "
1146,2022-12-18,16:09:46,1,xfjts,5,false,0,1.00,"0.17                                "
1146,2022-12-18,16:09:46,3,cdue8,5,false,0,1.00,"0.17                                "
1146,2022-12-18,16:09:46,2,bau61,2,false,0,0.40,"0.07                                "
1146,2022-12-18,16:09:46,1,j0ayn,5,false,0,7.50,"1.25                                "
1146,2022-12-18,16:09:46,1,jv78l,4,false,0,5.20,"0.87                                "
1145,2022-12-18,8:00:03,3,ttyc7,2,false,0,4.80,"0.80                                  "
1145,2022-12-18,8:00:03,2,bau61,2,false,0,0.40,"0.07                                  "
1145,2022-12-18,8:00:03,3,ck5sb,2,false,0,3.40,"0.57                                 "
1145,2022-12-18,8:00:03,3,e02d7,4.93,false,0,0.49,"0.08                              "
1145,2022-12-18,8:00:03,3,skexy,5,false,0,15.00,"2.50                                "
1144,2022-12-12,16:56:09,3,qmqeu,2,false,0,5.20,"0.87                                 "
1144,2022-12-12,16:56:09,1,e02d7,4.71,false,0,0.47,"0.08                             "
1144,2022-12-12,16:56:09,2,cdue8,4,false,0,0.80,"0.13                                "
1144,2022-12-12,16:56:09,2,ttyc7,5,false,0,12.00,"2.00                               "
1144,2022-12-12,16:56:09,4,fjl3q,3,false,0,0.60,"0.10                                "
1144,2022-12-12,16:56:09,4,skexy,4,false,0,12.00,"2.00                               "
1143,2022-12-27,9:11:49,2,sm0ik,3,true,30,3.60,"0.60                                  "
1143,2022-12-27,9:11:49,4,cdue8,5,true,30,1.00,"0.17                                 "
1142,2022-12-25,8:27:47,1,cdue8,2,false,0,0.40,"0.07                                 "
1142,2022-12-25,8:27:47,1,jv78l,2,false,0,2.60,"0.43                                 "
1142,2022-12-25,8:27:47,2,hw422,3,false,0,4.20,"0.70                                 "
1141,2022-12-30,19:17:10,2,qbzh7,5,false,0,12.50,"2.08                               "
1141,2022-12-30,19:17:10,4,sm0ik,2,false,0,2.40,"0.40                                "
1140,2022-12-17,16:06:52,3,osv5f,2,true,29,4.00,"0.67                                 "
1140,2022-12-17,16:06:52,2,iu8mz,2.46,true,29,4.92,"0.82                             "
1140,2022-12-17,16:06:52,5,jv78l,5,true,29,6.50,"1.08                                "
1140,2022-12-17,16:06:52,2,osv5f,4,true,29,8.00,"1.33                                "
1139,2022-12-24,9:55:47,4,xfjts,4,false,0,0.80,"0.13                                 "
1139,2022-12-24,9:55:47,3,1m6s7,3,false,0,6.60,"1.10                                 "
1138,2022-12-28,16:11:57,2,hw422,5,false,0,7.00,"1.17                                "
1138,2022-12-28,16:11:57,5,cdue8,5,false,0,1.00,"0.17                                "
1138,2022-12-28,16:11:57,2,bau61,4,false,0,0.80,"0.13                                "
1138,2022-12-28,16:11:57,4,e02d7,2.8,false,0,0.28,"0.05                              "
1138,2022-12-28,16:11:57,4,osv5f,4,false,0,8.00,"1.33                                "
1137,2022-12-26,15:27:11,3,hw422,4,true,28,5.60,"0.93                                "
1137,2022-12-26,15:27:11,3,qmqeu,2,true,28,5.20,"0.87                                "
1137,2022-12-26,15:27:11,3,fjl3q,3,true,28,0.60,"0.10                                "
1136,2022-12-28,9:51:45,2,j0ayn,2,true,22,3.00,"0.50                                 "
1136,2022-12-28,9:51:45,2,e02d7,1.32,true,22,0.13,"0.02                              "
1136,2022-12-28,9:51:45,5,9gc8o,2,true,22,11.00,"1.83                                "
1136,2022-12-28,9:51:45,4,qbzh7,4,true,22,10.00,"1.67                                "
1136,2022-12-28,9:51:45,3,qbzh7,2,true,22,5.00,"0.83                                 "
1135,2022-12-24,16:09:43,3,ysrak,4,false,0,9.20,"1.53                                "
1135,2022-12-24,16:09:43,1,ysrak,4,false,0,9.20,"1.53                                "
1135,2022-12-24,16:09:43,1,iu8mz,3.16,false,0,6.32,"1.05                             "
1134,2022-12-15,13:51:24,4,qbzh7,3,true,67,7.50,"1.25                                "
1134,2022-12-15,13:51:24,1,j0ayn,4,true,67,6.00,"1.00                                "
1134,2022-12-15,13:51:24,3,e02d7,4.54,true,67,0.45,"0.08                             "
1133,2022-12-23,11:17:04,4,osv5f,5,false,0,10.00,"1.67                                "
1133,2022-12-23,11:17:04,2,1m6s7,3,false,0,6.60,"1.10                                "
1133,2022-12-23,11:17:04,2,qmqeu,4,false,0,10.40,"1.73                               "
1133,2022-12-23,11:17:04,1,bau61,4,false,0,0.80,"0.13                                "
1132,2022-12-13,12:08:36,1,fjl3q,5,false,0,1.00,"0.17                                 "
1132,2022-12-13,12:08:36,3,osv5f,2,false,0,4.00,"0.67                                "
1132,2022-12-13,12:08:36,1,j0ayn,2,false,0,3.00,"0.50                                "
1131,2022-12-12,16:29:46,3,1m6s7,2,true,16,4.40,"0.73                                "
1131,2022-12-12,16:29:46,3,iu8mz,3.14,true,16,6.28,"1.05                             "
1131,2022-12-12,16:29:46,2,qmqeu,4,true,16,10.40,"1.73                               "
1130,2022-12-20,11:14:30,4,sm0ik,2,false,0,2.40,"0.40                                "
1130,2022-12-20,11:14:30,2,bau61,5,false,0,1.00,"0.17                                "
1129,2022-12-19,16:16:26,5,iu8mz,2.87,false,0,5.74,"0.96                             "
1129,2022-12-19,16:16:26,1,jv78l,3,false,0,3.90,"0.65                                "
1129,2022-12-19,16:16:26,1,ck5sb,4,false,0,6.80,"1.13                                "
1128,2022-12-30,17:15:52,1,xfjts,5,true,100,1.00,"0.17                                "
1128,2022-12-30,17:15:52,3,9gc8o,2,true,100,11.00,"1.83                              "
1128,2022-12-30,17:15:52,1,hw422,2,true,100,2.80,"0.47                               "
1127,2022-12-30,14:57:33,2,qmqeu,5,true,63,13.00,"2.17                               "
1127,2022-12-30,14:57:33,4,hw422,3,true,63,4.20,"0.70                                "
1126,2022-12-22,13:17:03,2,ysrak,5,true,70,11.50,"1.92                                 "
1126,2022-12-22,13:17:03,3,fjl3q,2,true,70,0.40,"0.07                                "
1125,2022-12-12,11:14:45,5,ttyc7,3,false,0,7.20,"1.20                                "
1125,2022-12-12,11:14:45,2,ttyc7,5,false,0,12.00,"2.00                               "
1125,2022-12-12,11:14:45,5,xfjts,5,false,0,1.00,"0.17                                "
1124,2022-12-22,8:58:14,2,osv5f,2,true,95,4.00,"0.67                                 "
1124,2022-12-22,8:58:14,2,e02d7,2.65,true,95,0.27,"0.04                              "
1124,2022-12-22,8:58:14,2,ttyc7,5,true,95,12.00,"2.00                                "
1124,2022-12-22,8:58:14,5,iu8mz,3.07,true,95,6.14,"1.02                              "
1124,2022-12-22,8:58:14,3,qbzh7,5,true,95,12.50,"2.08                                "
1124,2022-12-22,8:58:14,1,e02d7,1.99,true,95,0.20,"0.03                              "
1124,2022-12-22,8:58:14,4,ck5sb,5,true,95,8.50,"1.42                                 "
1124,2022-12-22,8:58:14,1,cdue8,4,true,95,0.80,"0.13                                 "
1124,2022-12-22,8:58:14,3,sm0ik,4,true,95,4.80,"0.80                                 "
1123,2022-12-21,11:28:32,4,osv5f,2,false,0,4.00,"0.67                                "
1123,2022-12-21,11:28:32,1,fjl3q,4,false,0,0.80,"0.13                                "
1122,2022-12-16,9:43:01,3,e02d7,1.05,false,0,0.11,"0.02                              "
1122,2022-12-16,9:43:01,5,e02d7,2.75,false,0,0.28,"0.05                              "
1122,2022-12-16,9:43:01,3,qbzh7,2,false,0,5.00,"0.83                                 "
1121,2022-12-01,16:47:36,4,fjl3q,2,false,0,0.40,"0.07                                 "
1121,2022-12-01,16:47:36,1,1m6s7,4,false,0,8.80,"1.47                                "
1120,2022-12-16,17:40:27,2,iu8mz,4.94,false,0,9.88,"1.65                              "
1120,2022-12-16,17:40:27,1,qmqeu,2,false,0,5.20,"0.87                                "
1119,2022-12-17,18:49:53,5,iu8mz,1.34,true,1,2.68,"0.45                               "
1119,2022-12-17,18:49:53,3,cdue8,2,true,1,0.40,"0.07                                 "
1119,2022-12-17,18:49:53,1,qmqeu,4,true,1,10.40,"1.73                                "
1118,2022-12-02,15:40:49,4,qbzh7,5,true,6,12.50,"2.08                                "
1118,2022-12-02,15:40:49,5,qbzh7,3,true,6,7.50,"1.25                                 "
1118,2022-12-02,15:40:49,2,sm0ik,5,true,6,6.00,"1.00                                 "
1118,2022-12-02,15:40:49,2,xfjts,5,true,6,1.00,"0.17                                 "
1117,2022-12-18,10:03:03,3,e02d7,1.22,false,0,0.12,"0.02                             "
1116,2022-12-07,14:51:31,4,iu8mz,1.13,true,81,2.26,"0.38                              "
1116,2022-12-07,14:51:31,5,ysrak,5,true,81,11.50,"1.92                                "
1116,2022-12-07,14:51:31,3,xfjts,4,true,81,0.80,"0.13                                "
1116,2022-12-07,14:51:31,4,iu8mz,1.8,true,81,3.60,"0.60                              "
1114,2022-12-02,15:03:29,2,ypf75,1.77,false,0,4.42,"0.74                             "
1114,2022-12-02,15:03:29,2,jv78l,5,false,0,6.50,"1.08                                "
1114,2022-12-02,15:03:29,3,1m6s7,2,false,0,4.40,"0.73                                "
1113,2022-12-17,16:24:28,3,xfjts,2,true,19,0.40,"0.07                                "
1113,2022-12-17,16:24:28,2,9gc8o,4,true,19,22.00,"3.67                               "
1113,2022-12-17,16:24:28,2,osv5f,5,true,19,10.00,"1.67                               "
1112,2022-12-26,13:42:28,5,ypf75,2.37,true,91,5.93,"0.99                             "
1112,2022-12-26,13:42:28,3,bau61,4,true,91,0.80,"0.13                                "
1112,2022-12-26,13:42:28,5,ttyc7,4,true,91,9.60,"1.60                                "
1112,2022-12-26,13:42:28,3,ck5sb,5,true,91,8.50,"1.42                                "
1111,2022-12-28,17:16:10,3,jv78l,3,true,75,3.90,"0.65                                "
1111,2022-12-28,17:16:10,5,skexy,3,true,75,9.00,"1.50                                "
1110,2022-12-01,16:37:58,2,jv78l,3,true,80,3.90,"0.65                                 "
1110,2022-12-01,16:37:58,1,qbzh7,3,true,80,7.50,"1.25                                "
1110,2022-12-01,16:37:58,2,skexy,5,true,80,15.00,"2.50                               "
1110,2022-12-01,16:37:58,4,osv5f,2,true,80,4.00,"0.67                                "
1109,2022-12-18,10:06:24,5,iu8mz,3.68,true,42,7.36,"1.23                              "
1109,2022-12-18,10:06:24,5,bau61,5,true,42,1.00,"0.17                                "
1109,2022-12-18,10:06:24,5,1m6s7,4,true,42,8.80,"1.47                                "
1109,2022-12-18,10:06:24,5,ttyc7,5,true,42,12.00,"2.00                               "
1109,2022-12-18,10:06:24,5,iu8mz,2.73,true,42,5.46,"0.91                             "
1109,2022-12-18,10:06:24,4,j0ayn,2,true,42,3.00,"0.50                                "
1107,2022-12-23,14:31:02,2,ypf75,3.47,true,9,8.68,"1.45                              "
1106,2022-12-06,19:06:27,2,skexy,5,false,0,15.00,"2.50                               "
1106,2022-12-06,19:06:27,3,skexy,2,false,0,6.00,"1.00                                "
1106,2022-12-06,19:06:27,4,jv78l,5,false,0,6.50,"1.08                                "
1106,2022-12-06,19:06:27,4,hw422,2,false,0,2.80,"0.47                                "
1106,2022-12-06,19:06:27,3,iu8mz,2.07,false,0,4.14,"0.69                             "
1105,2022-12-17,19:14:20,1,sm0ik,3,false,0,3.60,"0.60                                "
1105,2022-12-17,19:14:20,5,skexy,2,false,0,6.00,"1.00                                "
1105,2022-12-17,19:14:20,5,osv5f,5,false,0,10.00,"1.67                               "
1105,2022-12-17,19:14:20,2,osv5f,2,false,0,4.00,"0.67                                "
1104,2022-12-19,8:07:08,3,cdue8,5,true,27,1.00,"0.17                                 "
1104,2022-12-19,8:07:08,3,j0ayn,4,true,27,6.00,"1.00                                 "
1104,2022-12-19,8:07:08,5,iu8mz,2.47,true,27,4.94,"0.82                              "
1104,2022-12-19,8:07:08,2,ck5sb,2,true,27,3.40,"0.57                                 "
1104,2022-12-19,8:07:08,4,osv5f,5,true,27,10.00,"1.67                                "
1103,2022-12-28,10:32:47,3,ttyc7,4,false,0,9.60,"1.60                                "
1103,2022-12-28,10:32:47,1,e02d7,3.32,false,0,0.33,"0.05                             "
1102,2022-12-25,11:30:06,3,cdue8,5,false,0,1.00,"0.17                                "
1102,2022-12-25,11:30:06,5,sm0ik,3,false,0,3.60,"0.60                                "
1102,2022-12-25,11:30:06,5,bau61,5,false,0,1.00,"0.17                                "
1102,2022-12-25,11:30:06,3,xfjts,5,false,0,1.00,"0.17                                "
1102,2022-12-25,11:30:06,5,qbzh7,3,false,0,7.50,"1.25                                "
1102,2022-12-25,11:30:06,2,hw422,3,false,0,4.20,"0.70                                "
1102,2022-12-25,11:30:06,5,iu8mz,4.34,false,0,8.68,"1.45                             "
1101,2022-12-27,10:55:58,1,ttyc7,4,true,62,9.60,"1.60                                "
1101,2022-12-27,10:55:58,1,bau61,5,true,62,1.00,"0.17                                "
1101,2022-12-27,10:55:58,2,e02d7,1.57,true,62,0.16,"0.03                             "
1101,2022-12-27,10:55:58,3,qmqeu,3,true,62,7.80,"1.30                                "
1100,2022-12-21,12:44:23,3,cdue8,3,true,27,0.60,"0.10                                "
1098,2022-12-15,15:13:18,1,ypf75,1.01,false,0,2.52,"0.42                             "
1097,2022-12-12,19:43:02,3,j0ayn,3,false,0,4.50,"0.75                                 "
1097,2022-12-12,19:43:02,1,9gc8o,2,false,0,11.00,"1.83                               "
1097,2022-12-12,19:43:02,2,iu8mz,3.65,false,0,7.30,"1.22                             "
1097,2022-12-12,19:43:02,5,fjl3q,3,false,0,0.60,"0.10                                "
1097,2022-12-12,19:43:02,1,hw422,5,false,0,7.00,"1.17                                "
1096,2022-12-05,16:12:44,5,cdue8,5,true,77,1.00,"0.17                                "
1096,2022-12-05,16:12:44,3,e02d7,1.27,true,77,0.13,"0.02                             "
1095,2022-12-21,17:19:31,1,9gc8o,2,true,88,11.00,"1.83                               "
1095,2022-12-21,17:19:31,1,ck5sb,3,true,88,5.10,"0.85                                "
1094,2022-12-11,16:25:34,3,xfjts,5,true,18,1.00,"0.17                                "
1094,2022-12-11,16:25:34,1,ypf75,3.13,true,18,7.82,"1.30                             "
1094,2022-12-11,16:25:34,2,hw422,2,true,18,2.80,"0.47                                "
1094,2022-12-11,16:25:34,3,e02d7,3.21,true,18,0.32,"0.05                             "
1093,2022-12-19,17:45:52,3,9gc8o,5,true,24,27.50,"4.58                                "
1093,2022-12-19,17:45:52,4,qmqeu,4,true,24,10.40,"1.73                               "
1093,2022-12-19,17:45:52,1,iu8mz,2.62,true,24,5.24,"0.87                             "
1092,2022-12-04,12:42:09,3,skexy,4,true,74,12.00,"2.00                               "
1092,2022-12-04,12:42:09,4,1m6s7,2,true,74,4.40,"0.73                                "
1092,2022-12-04,12:42:09,1,sm0ik,5,true,74,6.00,"1.00                                "
1092,2022-12-04,12:42:09,3,ysrak,4,true,74,9.20,"1.53                                "
1092,2022-12-04,12:42:09,2,iu8mz,2.78,true,74,5.56,"0.93                             "
1091,2022-12-03,12:48:18,5,e02d7,1.62,false,0,0.16,"0.03                              "
1091,2022-12-03,12:48:18,1,qbzh7,5,false,0,12.50,"2.08                               "
1090,2022-12-23,11:14:26,3,ypf75,1.69,false,0,4.22,"0.70                             "
1090,2022-12-23,11:14:26,3,qbzh7,5,false,0,12.50,"2.08                               "
1090,2022-12-23,11:14:26,5,fjl3q,5,false,0,1.00,"0.17                                "
1090,2022-12-23,11:14:26,5,osv5f,5,false,0,10.00,"1.67                               "
1090,2022-12-23,11:14:26,1,fjl3q,2,false,0,0.40,"0.07                                "
1089,2022-12-27,11:03:38,3,hw422,3,true,33,4.20,"0.70                                "
1089,2022-12-27,11:03:38,2,osv5f,3,true,33,6.00,"1.00                                "
1089,2022-12-27,11:03:38,5,ttyc7,5,true,33,12.00,"2.00                               "
1088,2022-12-01,18:24:58,5,j0ayn,2,false,0,3.00,"0.50                                "
1087,2022-12-06,11:52:33,1,iu8mz,4.79,false,0,9.58,"1.60                             "
1087,2022-12-06,11:52:33,4,fjl3q,4,false,0,0.80,"0.13                                "
1086,2022-12-28,12:37:25,3,skexy,4,false,0,12.00,"2.00                               "
1086,2022-12-28,12:37:25,1,j0ayn,5,false,0,7.50,"1.25                                "
1085,2022-12-19,17:16:00,3,ysrak,3,false,0,6.90,"1.15                                "
1085,2022-12-19,17:16:00,4,e02d7,4.82,false,0,0.48,"0.08                             "
1085,2022-12-19,17:16:00,4,skexy,2,false,0,6.00,"1.00                                "
1085,2022-12-19,17:16:00,5,xfjts,4,false,0,0.80,"0.13                                "
1085,2022-12-19,17:16:00,2,fjl3q,4,false,0,0.80,"0.13                                "
1084,2022-12-16,11:56:10,5,iu8mz,4.8,true,39,9.60,"1.60                               "
1084,2022-12-16,11:56:10,4,j0ayn,2,true,39,3.00,"0.50                                "
1084,2022-12-16,11:56:10,1,jv78l,3,true,39,3.90,"0.65                                "
1084,2022-12-16,11:56:10,5,ypf75,2.8,true,39,7.00,"1.17                              "
1084,2022-12-16,11:56:10,1,ysrak,5,true,39,11.50,"1.92                               "
1084,2022-12-16,11:56:10,1,sm0ik,3,true,39,3.60,"0.60                                "
1083,2022-12-02,8:17:44,1,j0ayn,4,true,1,6.00,"1.00                                  "
1083,2022-12-02,8:17:44,4,jv78l,5,true,1,6.50,"1.08                                  "
1083,2022-12-02,8:17:44,1,xfjts,2,true,1,0.40,"0.07                                  "
1083,2022-12-02,8:17:44,3,iu8mz,1.14,true,1,2.28,"0.38                               "
1083,2022-12-02,8:17:44,3,1m6s7,4,true,1,8.80,"1.47                                  "
1082,2022-12-01,17:37:48,1,9gc8o,3,false,0,16.50,"2.75                               "
1082,2022-12-01,17:37:48,3,jv78l,5,false,0,6.50,"1.08                                "
1081,2022-12-11,18:51:21,5,iu8mz,2.06,false,0,4.12,"0.69                              "
1081,2022-12-11,18:51:21,1,qmqeu,3,false,0,7.80,"1.30                                "
1080,2022-12-04,9:17:42,1,jv78l,5,true,63,6.50,"1.08                                 "
1080,2022-12-04,9:17:42,2,e02d7,1.36,true,63,0.14,"0.02                              "
1079,2022-12-22,12:38:20,1,fjl3q,2,false,0,0.40,"0.07                                "
1079,2022-12-22,12:38:20,1,jv78l,3,false,0,3.90,"0.65                                "
1078,2022-12-28,12:41:29,1,sm0ik,2,false,0,2.40,"0.40                                "
1078,2022-12-28,12:41:29,3,9gc8o,2,false,0,11.00,"1.83                               "
1078,2022-12-28,12:41:29,2,cdue8,4,false,0,0.80,"0.13                                "
1077,2022-12-02,9:55:38,5,fjl3q,4,false,0,0.80,"0.13                                 "
1076,2022-12-22,12:31:24,2,jv78l,2,true,30,2.60,"0.43                                "
1076,2022-12-22,12:31:24,1,ttyc7,5,true,30,12.00,"2.00                               "
1076,2022-12-22,12:31:24,4,hw422,2,true,30,2.80,"0.47                                "
1075,2022-12-02,16:23:32,5,qmqeu,4,true,83,10.40,"1.73                               "
1074,2022-12-24,14:44:57,3,1m6s7,2,false,0,4.40,"0.73                                "
1073,2022-12-09,14:34:43,2,ypf75,4.02,true,47,10.05,"1.67                            "
1073,2022-12-09,14:34:43,5,bau61,3,true,47,0.60,"0.10                                "
1073,2022-12-09,14:34:43,1,ysrak,5,true,47,11.50,"1.92                               "
1073,2022-12-09,14:34:43,5,bau61,4,true,47,0.80,"0.13                                "
1073,2022-12-09,14:34:43,4,e02d7,3.87,true,47,0.39,"0.07                             "
1072,2022-12-17,19:45:35,3,ck5sb,3,false,0,5.10,"0.85                                "
1071,2022-12-15,12:39:05,4,iu8mz,1.18,false,0,2.36,"0.39                             "
1071,2022-12-15,12:39:05,3,ysrak,2,false,0,4.60,"0.77                                "
1069,2022-12-20,15:01:14,4,e02d7,2.97,true,69,0.30,"0.05                             "
1069,2022-12-20,15:01:14,4,ck5sb,4,true,69,6.80,"1.13                                "
1067,2022-12-18,13:31:34,5,sm0ik,2,false,0,2.40,"0.40                                "
1067,2022-12-18,13:31:34,4,osv5f,3,false,0,6.00,"1.00                                "
1067,2022-12-18,13:31:34,3,qbzh7,3,false,0,7.50,"1.25                                "
1067,2022-12-18,13:31:34,2,hw422,3,false,0,4.20,"0.70                                "
1066,2022-12-21,9:03:28,1,9gc8o,2,true,52,11.00,"1.83                                "
1066,2022-12-21,9:03:28,1,hw422,4,true,52,5.60,"0.93                                 "
1065,2022-12-26,19:48:19,1,1m6s7,2,true,10,4.40,"0.73                                 "
1065,2022-12-26,19:48:19,5,qbzh7,3,true,10,7.50,"1.25                                "
1065,2022-12-26,19:48:19,3,qbzh7,3,true,10,7.50,"1.25                                "
1065,2022-12-26,19:48:19,1,iu8mz,2.61,true,10,5.22,"0.87                             "
1064,2022-12-20,15:49:19,2,1m6s7,3,true,76,6.60,"1.10                                "
1064,2022-12-20,15:49:19,5,sm0ik,5,true,76,6.00,"1.00                                "
1064,2022-12-20,15:49:19,2,jv78l,3,true,76,3.90,"0.65                                "
1064,2022-12-20,15:49:19,2,xfjts,4,true,76,0.80,"0.13                                "
1063,2022-12-17,17:11:48,4,ypf75,1.36,false,0,3.40,"0.57                              "
1063,2022-12-17,17:11:48,1,1m6s7,3,false,0,6.60,"1.10                                "
1063,2022-12-17,17:11:48,3,qmqeu,4,false,0,10.40,"1.73                               "
1063,2022-12-17,17:11:48,3,iu8mz,4.72,false,0,9.44,"1.57                             "
1062,2022-12-27,8:41:09,1,e02d7,4.93,true,95,0.49,"0.08                               "
1062,2022-12-27,8:41:09,4,sm0ik,2,true,95,2.40,"0.40                                 "
1062,2022-12-27,8:41:09,3,sm0ik,5,true,95,6.00,"1.00                                 "
1062,2022-12-27,8:41:09,3,ck5sb,5,true,95,8.50,"1.42                                 "
1062,2022-12-27,8:41:09,3,skexy,5,true,95,15.00,"2.50                                "
1061,2022-12-02,10:43:41,5,bau61,4,false,0,0.80,"0.13                                "
1060,2022-12-03,12:03:29,3,j0ayn,4,true,7,6.00,"1.00                                 "
1060,2022-12-03,12:03:29,5,ck5sb,2,true,7,3.40,"0.57                                 "
1060,2022-12-03,12:03:29,3,ysrak,4,true,7,9.20,"1.53                                 "
1060,2022-12-03,12:03:29,1,skexy,3,true,7,9.00,"1.50                                 "
1060,2022-12-03,12:03:29,1,bau61,4,true,7,0.80,"0.13                                 "
1060,2022-12-03,12:03:29,1,qbzh7,5,true,7,12.50,"2.08                                "
1060,2022-12-03,12:03:29,5,sm0ik,3,true,7,3.60,"0.60                                 "
1060,2022-12-03,12:03:29,1,ysrak,4,true,7,9.20,"1.53                                 "
1059,2022-12-20,19:08:03,1,cdue8,3,false,0,0.60,"0.10                                  "
1059,2022-12-20,19:08:03,1,hw422,4,false,0,5.60,"0.93                                "
1058,2022-12-14,12:32:52,1,9gc8o,4,false,0,22.00,"3.67                               "
1058,2022-12-14,12:32:52,2,bau61,3,false,0,0.60,"0.10                                "
1058,2022-12-14,12:32:52,4,ck5sb,4,false,0,6.80,"1.13                                "
1057,2022-12-12,18:36:06,2,osv5f,4,true,28,8.00,"1.33                                 "
1057,2022-12-12,18:36:06,5,hw422,3,true,28,4.20,"0.70                                "
1057,2022-12-12,18:36:06,1,j0ayn,2,true,28,3.00,"0.50                                "
1056,2022-12-11,11:32:06,2,ysrak,5,false,0,11.50,"1.92                               "
1056,2022-12-11,11:32:06,2,ysrak,2,false,0,4.60,"0.77                                "
1055,2022-12-22,13:05:30,1,ck5sb,5,true,31,8.50,"1.42                                "
1054,2022-12-30,11:11:49,5,bau61,2,false,0,0.40,"0.07                                 "
1054,2022-12-30,11:11:49,2,ysrak,3,false,0,6.90,"1.15                                "
1053,2022-12-06,11:25:20,3,skexy,3,true,11,9.00,"1.50                                "
1053,2022-12-06,11:25:20,1,9gc8o,2,true,11,11.00,"1.83                               "
1053,2022-12-06,11:25:20,1,xfjts,3,true,11,0.60,"0.10                                "
