"record_id","transaction_id","date","time","location_id","SKU","quantity","is_member","customer_id","total_with_tax","tax"
"652","1018","2022-12-05","14:03:06","2","jv78l","3","false","0","3.90","0.65"
"916","1018","2022-12-05","14:03:06","3","ttyc7","3","false","0","7.20","1.20"
"413","1017","2022-12-03","12:40:50","1","ck5sb","4","true","78","6.80","1.13"
"711","1017","2022-12-03","12:40:50","2","fjl3q","3","true","78","0.60","0.10"
"786","1017","2022-12-03","12:40:50","4","iu8mz","3.55","true","78","7.10","1.18"
"815","1016","2022-12-24","8:43:29","2","cdue8","5","true","30","1.00","0.17"
"900","1016","2022-12-24","8:43:29","4","iu8mz","1.67","true","30","3.34","0.56"
"539","1015","2022-12-14","14:34:36","5","cdue8","3","true","76","0.60","0.10"
"909","1015","2022-12-14","14:34:36","3","ttyc7","2","true","76","4.80","0.80"
"407","1013","2022-12-27","12:05:07","2","osv5f","2","true","100","4.00","0.67"
"28","1012","2022-12-29","18:11:39","4","hw422","2","false","0","2.80","0.47"
"83","1012","2022-12-29","18:11:39","3","e02d7","2.14","false","0","0.21","0.04"
"134","1012","2022-12-29","18:11:39","1","e02d7","1.52","false","0","0.15","0.02"
"406","1012","2022-12-29","18:11:39","3","9gc8o","4","false","0","22.00","3.67"
"436","1012","2022-12-29","18:11:39","4","sm0ik","3","false","0","3.60","0.60"
"519","1012","2022-12-29","18:11:39","1","xfjts","4","false","0","0.80","0.13"
"952","1012","2022-12-29","18:11:39","1","sm0ik","5","false","0","6.00","1.00"
"678","1011","2022-12-18","16:00:01","3","ttyc7","4","false","0","9.60","1.60"
"77","1010","2022-12-27","15:18:30","5","ck5sb","3","false","0","5.10","0.85"
"177","1010","2022-12-27","15:18:30","4","j0ayn","3","false","0","4.50","0.75"
"309","1010","2022-12-27","15:18:30","4","bau61","4","false","0","0.80","0.13"
"638","1010","2022-12-27","15:18:30","3","qmqeu","4","false","0","10.40","1.73"
"676","1010","2022-12-27","15:18:30","4","9gc8o","2","false","0","11.00","1.83"
"81","1009","2022-12-21","17:44:47","1","j0ayn","3","false","0","4.50","0.75"
"125","1009","2022-12-21","17:44:47","1","e02d7","2.57","false","0","0.26","0.04"
"397","1009","2022-12-21","17:44:47","3","j0ayn","5","false","0","7.50","1.25"
"885","1009","2022-12-21","17:44:47","4","fjl3q","3","false","0","0.60","0.10"
"874","1008","2022-12-20","9:50:59","3","9gc8o","5","false","0","27.50","4.58"
"173","1006","2022-12-22","8:33:03","2","skexy","5","true","45","15.00","2.50"
"352","1005","2022-12-17","9:53:59","3","j0ayn","5","false","0","7.50","1.25"
"840","1005","2022-12-17","9:53:59","1","xfjts","5","false","0","1.00","0.17"
"366","1004","2022-12-12","15:18:09","4","1m6s7","4","true","87","8.80","1.47"
"441","1004","2022-12-12","15:18:09","3","iu8mz","4.73","true","87","9.46","1.58"
"649","1004","2022-12-12","15:18:09","5","cdue8","2","true","87","0.40","0.07"
"460","1003","2022-12-03","10:37:22","4","jv78l","4","false","0","5.20","0.87"
"852","1003","2022-12-03","10:37:22","4","fjl3q","5","false","0","1.00","0.17"
"109","1002","2022-12-18","10:52:43","3","jv78l","3","false","0","3.90","0.65"
"361","1002","2022-12-18","10:52:43","4","ypf75","3.05","false","0","7.63","1.27"
"679","1002","2022-12-18","10:52:43","5","qbzh7","5","false","0","12.50","2.08"
"297","1000","2022-12-07","8:10:54","1","ck5sb","2","false","0","3.40","0.57"
"2435","999","2023-02-11","18:03:26","5","cdue8","5","true","19","1.00","0.17"
"2604","999","2023-02-11","18:03:26","4","qbzh7","4","true","19","10.00","1.67"
"2301","998","2023-02-24","14:11:36","1","hw422","2","false","0","2.80","0.47"
"2867","998","2023-02-24","14:11:36","3","sm0ik","4","false","0","4.80","0.80"
"2019","997","2023-02-24","9:10:36","2","xfjts","3","true","91","0.60","0.10"
"2071","997","2023-02-24","9:10:36","3","hw422","2","true","91","2.80","0.47"
"2225","997","2023-02-24","9:10:36","2","e02d7","2.43","true","91","0.24","0.04"
"2337","997","2023-02-24","9:10:36","3","xfjts","2","true","91","0.40","0.07"
"2479","997","2023-02-24","9:10:36","2","cdue8","5","true","91","1.00","0.17"
"2447","996","2023-02-18","13:40:17","3","qbzh7","5","true","60","12.50","2.08"
"2704","996","2023-02-18","13:40:17","4","ysrak","5","true","60","11.50","1.92"
"2898","996","2023-02-18","13:40:17","5","j0ayn","2","true","60","3.00","0.50"
"2330","995","2023-02-23","13:17:15","5","j0ayn","3","false","0","4.50","0.75"
"2031","994","2023-02-10","18:35:19","2","1m6s7","2","false","0","4.40","0.73"
"2191","994","2023-02-10","18:35:19","1","sm0ik","3","false","0","3.60","0.60"
"2329","994","2023-02-10","18:35:19","1","qmqeu","3","false","0","7.80","1.30"
"2971","994","2023-02-10","18:35:19","1","ypf75","2.26","false","0","5.65","0.94"
"2422","993","2023-02-23","9:47:10","3","j0ayn","5","true","92","7.50","1.25"
"2768","993","2023-02-23","9:47:10","3","jv78l","3","true","92","3.90","0.65"
"2409","992","2023-02-05","8:11:31","3","hw422","5","false","0","7.00","1.17"
"2575","992","2023-02-05","8:11:31","1","ypf75","2.73","false","0","6.83","1.14"
"2786","992","2023-02-05","8:11:31","4","qbzh7","2","false","0","5.00","0.83"
"2890","992","2023-02-05","8:11:31","4","j0ayn","5","false","0","7.50","1.25"
"2012","991","2023-02-19","15:35:06","2","jv78l","4","true","85","5.20","0.87"
"2178","991","2023-02-19","15:35:06","2","fjl3q","5","true","85","1.00","0.17"
"2324","991","2023-02-19","15:35:06","3","j0ayn","5","true","85","7.50","1.25"
"2603","991","2023-02-19","15:35:06","1","e02d7","1.47","true","85","0.15","0.02"
"2111","990","2023-02-15","17:03:29","2","qmqeu","2","false","0","5.20","0.87"
"2529","990","2023-02-15","17:03:29","2","j0ayn","2","false","0","3.00","0.50"
"2914","990","2023-02-15","17:03:29","4","iu8mz","3.66","false","0","7.32","1.22"
"2220","989","2023-02-24","19:17:58","2","bau61","2","true","33","0.40","0.07"
"2144","988","2023-02-05","10:44:49","3","bau61","5","false","0","1.00","0.17"
"2734","988","2023-02-05","10:44:49","3","fjl3q","2","false","0","0.40","0.07"
"2323","987","2023-02-04","15:36:04","5","fjl3q","4","true","46","0.80","0.13"
"2884","987","2023-02-04","15:36:04","1","e02d7","2.62","true","46","0.26","0.04"
"2905","987","2023-02-04","15:36:04","3","iu8mz","3.23","true","46","6.46","1.08"
"2648","986","2023-02-16","8:11:26","1","iu8mz","2.31","false","0","4.62","0.77"
"2689","986","2023-02-16","8:11:26","2","iu8mz","3.9","false","0","7.80","1.30"
"2525","985","2023-02-26","16:09:31","3","xfjts","4","false","0","0.80","0.13"
"2846","985","2023-02-26","16:09:31","4","ttyc7","4","false","0","9.60","1.60"
"2878","985","2023-02-26","16:09:31","5","9gc8o","3","false","0","16.50","2.75"
"2208","984","2023-02-20","19:48:29","4","ypf75","1.5","false","0","3.75","0.63"
"2229","984","2023-02-20","19:48:29","2","1m6s7","4","false","0","8.80","1.47"
"2310","984","2023-02-20","19:48:29","3","iu8mz","3.81","false","0","7.62","1.27"
"2514","984","2023-02-20","19:48:29","4","e02d7","2.12","false","0","0.21","0.04"
"2660","984","2023-02-20","19:48:29","1","ysrak","4","false","0","9.20","1.53"
"2683","984","2023-02-20","19:48:29","2","qbzh7","3","false","0","7.50","1.25"
"2690","984","2023-02-20","19:48:29","3","e02d7","4.68","false","0","0.47","0.08"
"2856","984","2023-02-20","19:48:29","4","sm0ik","4","false","0","4.80","0.80"
"2364","983","2023-02-01","10:26:48","4","sm0ik","4","true","11","4.80","0.80"
"2304","982","2023-02-06","12:00:57","3","sm0ik","2","false","0","2.40","0.40"
"2460","982","2023-02-06","12:00:57","5","hw422","4","false","0","5.60","0.93"
"2192","981","2023-02-19","13:11:55","3","qmqeu","4","false","0","10.40","1.73"
"2979","981","2023-02-19","13:11:55","4","9gc8o","3","false","0","16.50","2.75"
"2256","980","2023-02-13","19:24:48","5","9gc8o","2","false","0","11.00","1.83"
"2276","980","2023-02-13","19:24:48","1","ysrak","4","false","0","9.20","1.53"
"2450","980","2023-02-13","19:24:48","5","e02d7","4.11","false","0","0.41","0.07"
"2252","979","2023-02-13","18:25:17","2","qmqeu","5","false","0","13.00","2.17"
"2007","978","2023-02-18","15:01:48","3","qbzh7","5","false","0","12.50","2.08"
"2303","978","2023-02-18","15:01:48","2","fjl3q","5","false","0","1.00","0.17"
"2547","978","2023-02-18","15:01:48","1","qmqeu","2","false","0","5.20","0.87"
"2651","978","2023-02-18","15:01:48","2","xfjts","2","false","0","0.40","0.07"
"2709","978","2023-02-18","15:01:48","5","jv78l","2","false","0","2.60","0.43"
"2879","978","2023-02-18","15:01:48","2","ypf75","3.91","false","0","9.78","1.63"
"2099","977","2023-02-23","10:41:17","5","osv5f","3","true","94","6.00","1.00"
"2663","977","2023-02-23","10:41:17","5","ypf75","2.2","true","94","5.50","0.92"
"2703","977","2023-02-23","10:41:17","2","9gc8o","3","true","94","16.50","2.75"
"2767","976","2023-02-06","10:32:12","5","ypf75","2.62","false","0","6.55","1.09"
"2858","976","2023-02-06","10:32:12","4","xfjts","3","false","0","0.60","0.10"
"2072","975","2023-02-04","14:28:44","5","sm0ik","2","false","0","2.40","0.40"
"2082","975","2023-02-04","14:28:44","3","hw422","5","false","0","7.00","1.17"
"2408","975","2023-02-04","14:28:44","1","ysrak","2","false","0","4.60","0.77"
"2938","975","2023-02-04","14:28:44","2","9gc8o","4","false","0","22.00","3.67"
"2297","974","2023-02-18","17:02:43","5","ck5sb","5","false","0","8.50","1.42"
"2326","974","2023-02-18","17:02:43","4","xfjts","4","false","0","0.80","0.13"
"2488","974","2023-02-18","17:02:43","2","qmqeu","2","false","0","5.20","0.87"
"2928","974","2023-02-18","17:02:43","2","osv5f","5","false","0","10.00","1.67"
"2015","973","2023-02-06","17:34:21","4","ck5sb","5","false","0","8.50","1.42"
"2327","973","2023-02-06","17:34:21","2","9gc8o","2","false","0","11.00","1.83"
"2631","973","2023-02-06","17:34:21","4","skexy","4","false","0","12.00","2.00"
"2033","972","2023-02-01","11:35:09","3","qmqeu","3","true","73","7.80","1.30"
"2446","972","2023-02-01","11:35:09","5","ysrak","3","true","73","6.90","1.15"
"2895","972","2023-02-01","11:35:09","2","sm0ik","3","true","73","3.60","0.60"
"2318","971","2023-02-11","8:30:27","4","j0ayn","5","false","0","7.50","1.25"
"2505","971","2023-02-11","8:30:27","1","j0ayn","3","false","0","4.50","0.75"
"2509","971","2023-02-11","8:30:27","1","ysrak","3","false","0","6.90","1.15"
"2552","971","2023-02-11","8:30:27","5","cdue8","4","false","0","0.80","0.13"
"2275","970","2023-02-12","10:49:24","4","1m6s7","3","false","0","6.60","1.10"
"2459","970","2023-02-12","10:49:24","3","9gc8o","2","false","0","11.00","1.83"
"2707","970","2023-02-12","10:49:24","2","xfjts","3","false","0","0.60","0.10"
"2945","970","2023-02-12","10:49:24","2","qbzh7","5","false","0","12.50","2.08"
"2131","969","2023-02-06","15:45:49","1","iu8mz","1.16","false","0","2.32","0.39"
"2803","969","2023-02-06","15:45:49","1","xfjts","4","false","0","0.80","0.13"
"2871","969","2023-02-06","15:45:49","3","skexy","5","false","0","15.00","2.50"
"2925","969","2023-02-06","15:45:49","2","qbzh7","4","false","0","10.00","1.67"
"2063","968","2023-02-09","9:50:15","1","skexy","5","false","0","15.00","2.50"
"2231","968","2023-02-09","9:50:15","2","j0ayn","2","false","0","3.00","0.50"
"2949","968","2023-02-09","9:50:15","4","9gc8o","3","false","0","16.50","2.75"
"2088","967","2023-02-21","15:57:34","4","9gc8o","4","true","69","22.00","3.67"
"2091","967","2023-02-21","15:57:34","4","skexy","5","true","69","15.00","2.50"
"2438","967","2023-02-21","15:57:34","3","bau61","3","true","69","0.60","0.10"
"2079","965","2023-02-16","13:01:08","5","j0ayn","2","false","0","3.00","0.50"
"2530","965","2023-02-16","13:01:08","2","ck5sb","2","false","0","3.40","0.57"
"2773","965","2023-02-16","13:01:08","2","sm0ik","5","false","0","6.00","1.00"
"2939","965","2023-02-16","13:01:08","3","ttyc7","5","false","0","12.00","2.00"
"2086","964","2023-02-06","18:35:08","3","j0ayn","3","true","83","4.50","0.75"
"2468","963","2023-02-11","11:18:13","3","fjl3q","4","true","100","0.80","0.13"
"2764","963","2023-02-11","11:18:13","3","qbzh7","4","true","100","10.00","1.67"
"2837","962","2023-02-21","14:25:02","4","sm0ik","5","true","42","6.00","1.00"
"2130","961","2023-02-08","19:49:45","5","osv5f","4","false","0","8.00","1.33"
"2286","961","2023-02-08","19:49:45","5","j0ayn","4","false","0","6.00","1.00"
"2912","961","2023-02-08","19:49:45","4","qmqeu","5","false","0","13.00","2.17"
"2262","960","2023-02-07","15:37:11","1","sm0ik","4","false","0","4.80","0.80"
"2360","960","2023-02-07","15:37:11","2","sm0ik","5","false","0","6.00","1.00"
"2822","960","2023-02-07","15:37:11","1","sm0ik","4","false","0","4.80","0.80"
"2892","960","2023-02-07","15:37:11","5","cdue8","4","false","0","0.80","0.13"
"2416","959","2023-02-21","19:53:20","5","sm0ik","2","false","0","2.40","0.40"
"2789","959","2023-02-21","19:53:20","1","e02d7","4.64","false","0","0.46","0.08"
"2942","959","2023-02-21","19:53:20","3","xfjts","5","false","0","1.00","0.17"
"2992","959","2023-02-21","19:53:20","5","ttyc7","4","false","0","9.60","1.60"
"2848","958","2023-02-05","17:31:13","2","qbzh7","2","true","78","5.00","0.83"
"2961","958","2023-02-05","17:31:13","3","1m6s7","3","true","78","6.60","1.10"
"2292","957","2023-02-03","12:45:55","2","xfjts","5","false","0","1.00","0.17"
"2697","957","2023-02-03","12:45:55","5","ck5sb","4","false","0","6.80","1.13"
"2815","957","2023-02-03","12:45:55","5","ypf75","1.11","false","0","2.78","0.46"
"2807","956","2023-02-24","19:58:31","1","j0ayn","3","false","0","4.50","0.75"
"2891","956","2023-02-24","19:58:31","3","ck5sb","5","false","0","8.50","1.42"
"2167","955","2023-02-04","11:17:28","5","ypf75","1.14","true","90","2.85","0.48"
"2576","955","2023-02-04","11:17:28","3","skexy","3","true","90","9.00","1.50"
"2371","954","2023-02-20","8:56:10","1","xfjts","4","true","89","0.80","0.13"
"2580","954","2023-02-20","8:56:10","4","fjl3q","4","true","89","0.80","0.13"
"2810","954","2023-02-20","8:56:10","4","9gc8o","3","true","89","16.50","2.75"
"2859","954","2023-02-20","8:56:10","1","bau61","2","true","89","0.40","0.07"
"2136","953","2023-02-07","8:34:02","3","e02d7","3.99","false","0","0.40","0.07"
"2452","953","2023-02-07","8:34:02","1","ysrak","5","false","0","11.50","1.92"
"2564","953","2023-02-07","8:34:02","3","ttyc7","5","false","0","12.00","2.00"
"2769","953","2023-02-07","8:34:02","1","fjl3q","5","false","0","1.00","0.17"
"2973","953","2023-02-07","8:34:02","4","hw422","3","false","0","4.20","0.70"
"2047","952","2023-02-10","14:32:41","2","ysrak","5","false","0","11.50","1.92"
"2264","951","2023-02-03","13:29:54","1","cdue8","2","false","0","0.40","0.07"
"2713","951","2023-02-03","13:29:54","1","xfjts","3","false","0","0.60","0.10"
"2466","950","2023-02-03","8:48:02","5","bau61","4","false","0","0.80","0.13"
"2865","950","2023-02-03","8:48:02","5","hw422","5","false","0","7.00","1.17"
"2083","949","2023-02-07","12:58:16","1","j0ayn","2","false","0","3.00","0.50"
"2189","949","2023-02-07","12:58:16","2","qbzh7","3","false","0","7.50","1.25"
"2424","949","2023-02-07","12:58:16","4","ck5sb","5","false","0","8.50","1.42"
"2566","949","2023-02-07","12:58:16","2","xfjts","4","false","0","0.80","0.13"
"2740","949","2023-02-07","12:58:16","1","ck5sb","2","false","0","3.40","0.57"
"2058","948","2023-02-14","14:12:10","2","jv78l","5","true","66","6.50","1.08"
"2103","948","2023-02-14","14:12:10","3","1m6s7","2","true","66","4.40","0.73"
"2213","948","2023-02-14","14:12:10","1","cdue8","3","true","66","0.60","0.10"
"2314","948","2023-02-14","14:12:10","5","iu8mz","1.88","true","66","3.76","0.63"
"2778","948","2023-02-14","14:12:10","1","ypf75","2.46","true","66","6.15","1.02"
"2826","948","2023-02-14","14:12:10","4","1m6s7","3","true","66","6.60","1.10"
"2053","947","2023-02-22","18:37:13","1","osv5f","2","false","0","4.00","0.67"
"2410","947","2023-02-22","18:37:13","5","e02d7","1.63","false","0","0.16","0.03"
"2502","947","2023-02-22","18:37:13","2","qbzh7","3","false","0","7.50","1.25"
"2002","946","2023-02-20","16:37:42","1","iu8mz","1.95","true","77","3.90","0.65"
"2153","946","2023-02-20","16:37:42","5","ck5sb","3","true","77","5.10","0.85"
"2344","946","2023-02-20","16:37:42","1","ttyc7","5","true","77","12.00","2.00"
"2557","946","2023-02-20","16:37:42","3","sm0ik","3","true","77","3.60","0.60"
"2197","945","2023-02-17","13:09:43","4","qmqeu","5","true","65","13.00","2.17"
"2903","945","2023-02-17","13:09:43","2","qbzh7","4","true","65","10.00","1.67"
"2073","944","2023-02-21","17:45:31","2","ypf75","4.81","false","0","12.02","2.00"
"2115","944","2023-02-21","17:45:31","3","jv78l","5","false","0","6.50","1.08"
"2290","944","2023-02-21","17:45:31","5","jv78l","4","false","0","5.20","0.87"
"2491","944","2023-02-21","17:45:31","2","ypf75","3.58","false","0","8.95","1.49"
"2888","944","2023-02-21","17:45:31","2","bau61","2","false","0","0.40","0.07"
"2321","943","2023-02-17","15:58:00","4","fjl3q","5","true","86","1.00","0.17"
"2366","943","2023-02-17","15:58:00","5","9gc8o","3","true","86","16.50","2.75"
"2712","943","2023-02-17","15:58:00","1","hw422","5","true","86","7.00","1.17"
"2724","943","2023-02-17","15:58:00","3","1m6s7","3","true","86","6.60","1.10"
"2818","943","2023-02-17","15:58:00","4","xfjts","2","true","86","0.40","0.07"
"2967","943","2023-02-17","15:58:00","1","hw422","4","true","86","5.60","0.93"
"2016","942","2023-02-01","10:27:10","2","qbzh7","2","true","72","5.00","0.83"
"2093","942","2023-02-01","10:27:10","4","ttyc7","4","true","72","9.60","1.60"
"2975","942","2023-02-01","10:27:10","2","ck5sb","4","true","72","6.80","1.13"
"2194","941","2023-02-15","10:08:19","1","bau61","4","false","0","0.80","0.13"
"2696","941","2023-02-15","10:08:19","2","skexy","4","false","0","12.00","2.00"
"2754","941","2023-02-15","10:08:19","1","j0ayn","3","false","0","4.50","0.75"
"2775","941","2023-02-15","10:08:19","2","bau61","2","false","0","0.40","0.07"
"2882","941","2023-02-15","10:08:19","2","sm0ik","5","false","0","6.00","1.00"
"2258","940","2023-02-04","8:16:09","1","osv5f","3","true","58","6.00","1.00"
"2426","940","2023-02-04","8:16:09","1","ysrak","2","true","58","4.60","0.77"
"2901","940","2023-02-04","8:16:09","4","qmqeu","2","true","58","5.20","0.87"
"2956","940","2023-02-04","8:16:09","1","xfjts","3","true","58","0.60","0.10"
"2045","939","2023-02-13","19:34:35","3","sm0ik","2","false","0","2.40","0.40"
"2175","939","2023-02-13","19:34:35","3","cdue8","5","false","0","1.00","0.17"
"2385","939","2023-02-13","19:34:35","5","1m6s7","2","false","0","4.40","0.73"
"2511","939","2023-02-13","19:34:35","2","jv78l","4","false","0","5.20","0.87"
"2565","939","2023-02-13","19:34:35","3","j0ayn","5","false","0","7.50","1.25"
"2272","938","2023-02-04","8:29:12","3","iu8mz","4.08","false","0","8.16","1.36"
"2862","938","2023-02-04","8:29:12","1","ck5sb","5","false","0","8.50","1.42"
"2057","937","2023-02-24","10:05:09","4","iu8mz","2.14","true","30","4.28","0.71"
"2003","936","2023-02-02","14:16:56","1","cdue8","3","true","8","0.60","0.10"
"2069","936","2023-02-02","14:16:56","3","ysrak","4","true","8","9.20","1.53"
"2090","936","2023-02-02","14:16:56","3","1m6s7","4","true","8","8.80","1.47"
"2287","936","2023-02-02","14:16:56","2","sm0ik","3","true","8","3.60","0.60"
"2298","936","2023-02-02","14:16:56","3","1m6s7","5","true","8","11.00","1.83"
"2586","936","2023-02-02","14:16:56","1","e02d7","1.09","true","8","0.11","0.02"
"2694","936","2023-02-02","14:16:56","4","ypf75","2.79","true","8","6.97","1.16"
"2089","935","2023-02-01","17:23:57","3","cdue8","4","false","0","0.80","0.13"
"2186","935","2023-02-01","17:23:57","5","iu8mz","1.34","false","0","2.68","0.45"
"2187","935","2023-02-01","17:23:57","2","e02d7","3.39","false","0","0.34","0.06"
"2200","935","2023-02-01","17:23:57","3","skexy","5","false","0","15.00","2.50"
"2259","935","2023-02-01","17:23:57","3","qbzh7","2","false","0","5.00","0.83"
"2271","935","2023-02-01","17:23:57","3","hw422","2","false","0","2.80","0.47"
"2051","934","2023-02-05","13:56:28","2","qmqeu","5","false","0","13.00","2.17"
"2622","934","2023-02-05","13:56:28","4","j0ayn","3","false","0","4.50","0.75"
"2254","933","2023-02-09","10:11:23","1","ttyc7","3","true","12","7.20","1.20"
"2391","933","2023-02-09","10:11:23","1","sm0ik","3","true","12","3.60","0.60"
"2444","932","2023-02-22","15:35:22","3","1m6s7","5","true","17","11.00","1.83"
"2726","932","2023-02-22","15:35:22","4","9gc8o","3","true","17","16.50","2.75"
"2796","932","2023-02-22","15:35:22","1","j0ayn","3","true","17","4.50","0.75"
"2018","931","2023-02-01","17:20:41","4","9gc8o","2","true","98","11.00","1.83"
"2263","931","2023-02-01","17:20:41","1","sm0ik","2","true","98","2.40","0.40"
"2375","931","2023-02-01","17:20:41","3","skexy","4","true","98","12.00","2.00"
"2398","931","2023-02-01","17:20:41","4","iu8mz","4.3","true","98","8.60","1.43"
"2427","931","2023-02-01","17:20:41","5","hw422","3","true","98","4.20","0.70"
"2543","931","2023-02-01","17:20:41","1","ttyc7","2","true","98","4.80","0.80"
"2591","931","2023-02-01","17:20:41","2","cdue8","2","true","98","0.40","0.07"
"2896","931","2023-02-01","17:20:41","5","skexy","5","true","98","15.00","2.50"
"2993","931","2023-02-01","17:20:41","4","ttyc7","4","true","98","9.60","1.60"
"2022","930","2023-02-21","12:14:42","2","osv5f","4","false","0","8.00","1.33"
"2216","929","2023-02-13","13:13:08","3","ck5sb","5","true","42","8.50","1.42"
"2589","929","2023-02-13","13:13:08","4","ttyc7","3","true","42","7.20","1.20"
"2248","928","2023-02-16","14:53:57","5","ypf75","2.55","true","19","6.38","1.06"
"2875","928","2023-02-16","14:53:57","4","1m6s7","2","true","19","4.40","0.73"
"2962","928","2023-02-16","14:53:57","1","iu8mz","4.39","true","19","8.78","1.46"
"2985","928","2023-02-16","14:53:57","3","ck5sb","5","true","19","8.50","1.42"
"2041","927","2023-02-07","12:25:42","5","qbzh7","2","false","0","5.00","0.83"
"2677","927","2023-02-07","12:25:42","4","osv5f","4","false","0","8.00","1.33"
"2685","927","2023-02-07","12:25:42","4","e02d7","1.16","false","0","0.12","0.02"
"2951","927","2023-02-07","12:25:42","4","ck5sb","5","false","0","8.50","1.42"
"2060","926","2023-02-22","8:10:50","1","xfjts","2","false","0","0.40","0.07"
"2261","926","2023-02-22","8:10:50","4","ysrak","3","false","0","6.90","1.15"
"2567","926","2023-02-22","8:10:50","2","ysrak","2","false","0","4.60","0.77"
"2100","925","2023-02-03","15:35:12","3","ck5sb","4","false","0","6.80","1.13"
"2384","925","2023-02-03","15:35:12","2","sm0ik","3","false","0","3.60","0.60"
"2433","925","2023-02-03","15:35:12","4","1m6s7","2","false","0","4.40","0.73"
"2451","925","2023-02-03","15:35:12","2","sm0ik","5","false","0","6.00","1.00"
"2458","925","2023-02-03","15:35:12","3","xfjts","3","false","0","0.60","0.10"
"2627","925","2023-02-03","15:35:12","3","skexy","2","false","0","6.00","1.00"
"2439","924","2023-02-15","17:10:42","5","1m6s7","4","true","63","8.80","1.47"
"2504","924","2023-02-15","17:10:42","5","cdue8","4","true","63","0.80","0.13"
"2592","924","2023-02-15","17:10:42","2","iu8mz","4.18","true","63","8.36","1.39"
"2597","923","2023-02-08","16:13:05","1","qmqeu","4","false","0","10.40","1.73"
"2720","923","2023-02-08","16:13:05","5","9gc8o","3","false","0","16.50","2.75"
"2105","922","2023-02-19","14:10:49","2","qmqeu","3","false","0","7.80","1.30"
"2655","922","2023-02-19","14:10:49","2","qbzh7","2","false","0","5.00","0.83"
"2678","922","2023-02-19","14:10:49","2","sm0ik","4","false","0","4.80","0.80"
"2801","922","2023-02-19","14:10:49","1","osv5f","4","false","0","8.00","1.33"
"2874","922","2023-02-19","14:10:49","5","ysrak","3","false","0","6.90","1.15"
"2025","921","2023-02-19","12:33:56","3","fjl3q","3","false","0","0.60","0.10"
"2008","920","2023-02-09","18:43:50","5","skexy","2","true","43","6.00","1.00"
"2066","920","2023-02-09","18:43:50","2","ck5sb","5","true","43","8.50","1.42"
"2750","920","2023-02-09","18:43:50","4","iu8mz","3.28","true","43","6.56","1.09"
"2812","920","2023-02-09","18:43:50","5","qmqeu","3","true","43","7.80","1.30"
"2201","918","2023-02-14","9:55:47","3","e02d7","3.8","false","0","0.38","0.06"
"2349","918","2023-02-14","9:55:47","4","ysrak","3","false","0","6.90","1.15"
"2440","918","2023-02-14","9:55:47","3","ysrak","4","false","0","9.20","1.53"
"2455","917","2023-02-10","8:28:37","1","ypf75","4.41","true","70","11.03","1.84"
"2487","917","2023-02-10","8:28:37","1","jv78l","2","true","70","2.60","0.43"
"2299","916","2023-02-09","15:51:44","4","e02d7","1.2","true","13","0.12","0.02"
"2545","916","2023-02-09","15:51:44","1","1m6s7","5","true","13","11.00","1.83"
"2562","916","2023-02-09","15:51:44","4","jv78l","5","true","13","6.50","1.08"
"2759","916","2023-02-09","15:51:44","3","jv78l","3","true","13","3.90","0.65"
"2900","916","2023-02-09","15:51:44","4","e02d7","3.39","true","13","0.34","0.06"
"2743","914","2023-02-17","15:58:48","1","9gc8o","5","false","0","27.50","4.58"
"2024","913","2023-02-01","15:20:31","1","ttyc7","3","false","0","7.20","1.20"
"2835","913","2023-02-01","15:20:31","1","j0ayn","2","false","0","3.00","0.50"
"2054","912","2023-02-24","17:37:12","2","bau61","2","false","0","0.40","0.07"
"2239","912","2023-02-24","17:37:12","4","ttyc7","4","false","0","9.60","1.60"
"2268","912","2023-02-24","17:37:12","2","osv5f","3","false","0","6.00","1.00"
"2727","912","2023-02-24","17:37:12","2","j0ayn","3","false","0","4.50","0.75"
"2791","912","2023-02-24","17:37:12","3","hw422","2","false","0","2.80","0.47"
"2950","912","2023-02-24","17:37:12","2","ysrak","4","false","0","9.20","1.53"
"2108","911","2023-02-25","19:30:00","4","ypf75","2.8","true","59","7.00","1.17"
"2159","911","2023-02-25","19:30:00","3","sm0ik","3","true","59","3.60","0.60"
"2480","911","2023-02-25","19:30:00","3","iu8mz","2.49","true","59","4.98","0.83"
"2872","911","2023-02-25","19:30:00","3","cdue8","5","true","59","1.00","0.17"
"2990","911","2023-02-25","19:30:00","1","1m6s7","5","true","59","11.00","1.83"
"2245","910","2023-02-15","13:19:31","3","skexy","2","true","25","6.00","1.00"
"2279","909","2023-02-09","11:30:46","4","osv5f","3","true","33","6.00","1.00"
"2839","909","2023-02-09","11:30:46","2","ypf75","3.4","true","33","8.50","1.42"
"2518","907","2023-02-06","13:59:30","4","ck5sb","5","false","0","8.50","1.42"
"2560","907","2023-02-06","13:59:30","1","osv5f","5","false","0","10.00","1.67"
"2617","907","2023-02-06","13:59:30","3","ttyc7","5","false","0","12.00","2.00"
"2246","906","2023-02-12","8:13:28","1","sm0ik","2","false","0","2.40","0.40"
"2313","906","2023-02-12","8:13:28","4","fjl3q","5","false","0","1.00","0.17"
"2395","905","2023-02-21","13:18:57","3","fjl3q","2","true","67","0.40","0.07"
"2906","905","2023-02-21","13:18:57","5","ck5sb","3","true","67","5.10","0.85"
"2161","904","2023-02-21","14:43:05","4","ypf75","3.29","false","0","8.22","1.37"
